path,text,emotion
archive\Actor_12\03-01-08-02-01-01-12.wav, kids are talking by the door.,8
archive\Actor_12\03-01-08-02-01-02-12.wav, kids are talking by the door.,8
archive\Actor_12\03-01-08-02-02-01-12.wav, dogs are sitting by the door.,8
archive\Actor_12\03-01-08-02-02-02-12.wav, dogs are sitting by the door.,8
archive\Actor_13\03-01-01-01-01-01-13.wav, kids are talking by the door.,1
archive\Actor_13\03-01-01-01-01-02-13.wav, kids are talking by the door.,1
archive\Actor_13\03-01-01-01-02-01-13.wav, dogs are sitting by the door.,1
archive\Actor_13\03-01-01-01-02-02-13.wav, dogs are sitting by the door.,1
archive\Actor_13\03-01-02-01-01-01-13.wav, kids are talking by the door.,2
archive\Actor_13\03-01-02-01-01-02-13.wav, kids are talking by the door.,2
archive\Actor_13\03-01-02-01-02-01-13.wav, the dogs are sitting by the door.,2
archive\Actor_13\03-01-02-01-02-02-13.wav, dogs are sitting right at the door.,2
archive\Actor_13\03-01-02-02-01-01-13.wav, kids are talking by the door.,2
archive\Actor_13\03-01-02-02-01-02-13.wav, kids are talking by the door.,2
archive\Actor_13\03-01-02-02-02-01-13.wav, dogs are sitting by the door.,2
archive\Actor_13\03-01-02-02-02-02-13.wav, dogs are sitting by the door.,2
archive\Actor_13\03-01-03-01-01-01-13.wav, kids are talking by the door.,3
archive\Actor_13\03-01-03-01-01-02-13.wav, kids are talking by the door.,3
archive\Actor_13\03-01-03-01-02-01-13.wav, dogs are sitting by the door.,3
archive\Actor_13\03-01-03-01-02-02-13.wav, dogs are sitting by the door.,3
archive\Actor_13\03-01-03-02-01-01-13.wav, kids are talking by the door.,3
archive\Actor_13\03-01-03-02-01-02-13.wav, kids are talking by the door.,3
archive\Actor_13\03-01-03-02-02-01-13.wav, dogs are sitting by the door.,3
archive\Actor_13\03-01-03-02-02-02-13.wav, dogs are sitting by the door.,3
archive\Actor_13\03-01-04-01-01-01-13.wav, kids are talking by the door.,4
archive\Actor_13\03-01-04-01-01-02-13.wav, kids are talking by the door.,4
archive\Actor_13\03-01-04-01-02-01-13.wav, dogs are sitting by the door.,4
archive\Actor_13\03-01-04-01-02-02-13.wav, dogs are sitting by the door.,4
archive\Actor_13\03-01-04-02-01-01-13.wav, kids are talking by the door.,4
archive\Actor_13\03-01-04-02-01-02-13.wav, kids are talking by the door.,4
archive\Actor_13\03-01-04-02-02-01-13.wav, dogs are sitting by the door.,4
archive\Actor_13\03-01-04-02-02-02-13.wav, dogs are sitting by the door.,4
archive\Actor_13\03-01-05-01-01-01-13.wav, kids are talking by the door.,5
archive\Actor_13\03-01-05-01-01-02-13.wav, kids are talking by the door.,5
archive\Actor_13\03-01-05-01-02-01-13.wav, dogs are sitting by the door.,5
archive\Actor_13\03-01-05-01-02-02-13.wav, dogs are sitting by the door.,5
archive\Actor_13\03-01-05-02-01-01-13.wav, kids are talking by the door!,5
archive\Actor_13\03-01-05-02-01-02-13.wav, kids are talking by the door.,5
archive\Actor_13\03-01-05-02-02-01-13.wav, dogs are sitting by the door.,5
archive\Actor_13\03-01-05-02-02-02-13.wav, dogs are sitting by the door!,5
archive\Actor_13\03-01-06-01-01-01-13.wav, kids are talking by the door.,6
archive\Actor_13\03-01-06-01-01-02-13.wav, kids are talking by the door.,6
archive\Actor_13\03-01-06-01-02-01-13.wav, dogs are sitting by the door.,6
archive\Actor_13\03-01-06-01-02-02-13.wav, dogs are sitting by the door.,6
archive\Actor_13\03-01-06-02-01-01-13.wav, kids are talking by the door.,6
archive\Actor_13\03-01-06-02-01-02-13.wav, kids are talking by the door.,6
archive\Actor_13\03-01-06-02-02-01-13.wav, dogs are sitting by the door.,6
archive\Actor_13\03-01-06-02-02-02-13.wav, dogs are sitting by the door.,6
archive\Actor_13\03-01-07-01-01-01-13.wav, kids are talking by the door.,7
archive\Actor_13\03-01-07-01-01-02-13.wav, kids are talking by the door.,7
archive\Actor_13\03-01-07-01-02-01-13.wav, the ox is sitting by the door.,7
archive\Actor_13\03-01-07-01-02-02-13.wav, dogs are sitting by the door.,7
archive\Actor_13\03-01-07-02-01-01-13.wav, kids are talking by the door.,7
archive\Actor_13\03-01-07-02-01-02-13.wav, kids are talking by the door.,7
archive\Actor_13\03-01-07-02-02-01-13.wav, dogs are sitting by the door.,7
archive\Actor_13\03-01-07-02-02-02-13.wav, dogs are sitting by the door.,7
archive\Actor_13\03-01-08-01-01-01-13.wav, kids are talking by the door.,8
archive\Actor_13\03-01-08-01-01-02-13.wav, kids are talking by the door.,8
archive\Actor_13\03-01-08-01-02-01-13.wav, dogs are sitting by the door.,8
archive\Actor_13\03-01-08-01-02-02-13.wav, dogs are sitting by the door.,8
archive\Actor_13\03-01-08-02-01-01-13.wav, kids are talking by the door.,8
archive\Actor_13\03-01-08-02-01-02-13.wav, kids are talking by the door.,8
archive\Actor_13\03-01-08-02-02-01-13.wav, dogs are sitting by the door.,8
archive\Actor_13\03-01-08-02-02-02-13.wav, dogs are sitting by the door.,8
archive\Actor_14\03-01-01-01-01-01-14.wav, kids are talking by the door.,1
archive\Actor_14\03-01-01-01-01-02-14.wav, kids are talking by the door.,1
archive\Actor_14\03-01-01-01-02-01-14.wav, dogs are sitting by the door.,1
archive\Actor_14\03-01-01-01-02-02-14.wav, dogs are sitting by the door.,1
archive\Actor_14\03-01-02-01-01-01-14.wav, kids are talking by the door.,2
archive\Actor_14\03-01-02-01-01-02-14.wav, kids are talking by the door.,2
archive\Actor_14\03-01-02-01-02-01-14.wav, talks are sitting by the door.,2
archive\Actor_14\03-01-02-01-02-02-14.wav, dogs are sitting by the door.,2
archive\Actor_14\03-01-02-02-01-01-14.wav, kids are talking about the door.,2
archive\Actor_14\03-01-02-02-01-02-14.wav, kids are talking by the door.,2
archive\Actor_14\03-01-02-02-02-01-14.wav, dogs are sitting by the door.,2
archive\Actor_14\03-01-02-02-02-02-14.wav, dogs are sitting by the door.,2
archive\Actor_14\03-01-03-01-01-01-14.wav, kids are talking by the door.,3
archive\Actor_14\03-01-03-01-01-02-14.wav, kids are talking by the door.,3
archive\Actor_14\03-01-03-01-02-01-14.wav, dogs are sitting by the door.,3
archive\Actor_14\03-01-03-01-02-02-14.wav, dogs are sitting by the door.,3
archive\Actor_14\03-01-03-02-01-01-14.wav, kids are talking by the door!,3
archive\Actor_14\03-01-03-02-01-02-14.wav, kids are talking by the door.,3
archive\Actor_14\03-01-03-02-02-01-14.wav, dogs are sitting by the door!,3
archive\Actor_14\03-01-03-02-02-02-14.wav, dogs are sitting by the door!,3
archive\Actor_14\03-01-04-01-01-01-14.wav, kids are talking by the door.,4
archive\Actor_14\03-01-04-01-01-02-14.wav, kids are talking by the door.,4
archive\Actor_14\03-01-04-01-02-01-14.wav, talks are sitting by the door.,4
archive\Actor_14\03-01-04-01-02-02-14.wav, dogs are sitting by the door.,4
archive\Actor_14\03-01-04-02-01-01-14.wav, kids are talking by the door.,4
archive\Actor_14\03-01-04-02-01-02-14.wav, kids are talking by the door.,4
archive\Actor_14\03-01-04-02-02-01-14.wav, dogs are sitting by the door.,4
archive\Actor_14\03-01-04-02-02-02-14.wav, dogs are sitting by the door.,4
archive\Actor_14\03-01-05-01-01-01-14.wav, kids are talking by the door.,5
archive\Actor_14\03-01-05-01-01-02-14.wav, kids are talking by the door.,5
archive\Actor_14\03-01-05-01-02-01-14.wav, dogs are sitting by the door.,5
archive\Actor_14\03-01-05-01-02-02-14.wav, dogs are sitting by the door.,5
archive\Actor_14\03-01-05-02-01-01-14.wav, kids are talking by the door!,5
archive\Actor_14\03-01-05-02-01-02-14.wav, kids are talking by the door!,5
archive\Actor_14\03-01-05-02-02-01-14.wav, dogs are sitting by the door!,5
archive\Actor_14\03-01-05-02-02-02-14.wav, dogs are sitting by the door!,5
archive\Actor_14\03-01-06-01-01-01-14.wav, kids are talking by the door.,6
archive\Actor_14\03-01-06-01-01-02-14.wav, kids are talking by the door.,6
archive\Actor_14\03-01-06-01-02-01-14.wav, dogs are sitting by the door.,6
archive\Actor_14\03-01-06-01-02-02-14.wav, dogs are sitting by the door.,6
archive\Actor_14\03-01-06-02-01-01-14.wav, kids are talking by the door!,6
archive\Actor_14\03-01-06-02-01-02-14.wav, can't stop talking about the door!,6
archive\Actor_14\03-01-06-02-02-01-14.wav, to hug their sitting by the door!,6
archive\Actor_14\03-01-06-02-02-02-14.wav, dogs are sitting by the door!,6
archive\Actor_14\03-01-07-01-01-01-14.wav, kids are talking by the door.,7
archive\Actor_14\03-01-07-01-01-02-14.wav, kids are talking by the door.,7
archive\Actor_14\03-01-07-01-02-01-14.wav, dogs are sitting by the door.,7
archive\Actor_14\03-01-07-01-02-02-14.wav, dogs are sitting by the door.,7
archive\Actor_14\03-01-07-02-01-01-14.wav, kids are talking by the door.,7
archive\Actor_14\03-01-07-02-01-02-14.wav, kids are talking by the door.,7
archive\Actor_14\03-01-07-02-02-01-14.wav, to hocks are sitting by the door.,7
archive\Actor_14\03-01-07-02-02-02-14.wav, dogs are sitting by the door.,7
archive\Actor_14\03-01-08-01-01-01-14.wav, kids are talking by the door.,8
archive\Actor_14\03-01-08-01-01-02-14.wav, kids are talking by the door.,8
archive\Actor_14\03-01-08-01-02-01-14.wav," so, are you sitting by the door?",8
archive\Actor_14\03-01-08-01-02-02-14.wav, dogs are sitting by the door.,8
archive\Actor_14\03-01-08-02-01-01-14.wav, kids are talking by the door.,8
archive\Actor_14\03-01-08-02-01-02-14.wav, kids are talking by the door.,8
archive\Actor_14\03-01-08-02-02-01-14.wav, dogs are sitting by the door.,8
archive\Actor_14\03-01-08-02-02-02-14.wav, to hooks our sitting by the door.,8
archive\Actor_15\03-01-01-01-01-01-15.wav, kids are talking by the door.,1
archive\Actor_15\03-01-01-01-01-02-15.wav, kids are talking by the door.,1
archive\Actor_15\03-01-01-01-02-01-15.wav, dogs are sitting by the door.,1
archive\Actor_15\03-01-01-01-02-02-15.wav, dogs are sitting by the door.,1
archive\Actor_15\03-01-02-01-01-01-15.wav, kids are talking by the door.,2
archive\Actor_15\03-01-02-01-01-02-15.wav, kids are talking by the door.,2
archive\Actor_15\03-01-02-01-02-01-15.wav, dogs are sitting by the door.,2
archive\Actor_15\03-01-02-01-02-02-15.wav, dogs are sitting by the door.,2
archive\Actor_15\03-01-02-02-01-01-15.wav, kids are talking by the door.,2
archive\Actor_15\03-01-02-02-01-02-15.wav, kids are talking by the door.,2
archive\Actor_15\03-01-02-02-02-01-15.wav, dogs are sitting by the door.,2
archive\Actor_15\03-01-02-02-02-02-15.wav, dogs are sitting by the door.,2
archive\Actor_15\03-01-03-01-01-01-15.wav, kids are talking by the door.,3
archive\Actor_15\03-01-03-01-01-02-15.wav, kids are talking by the door.,3
archive\Actor_15\03-01-03-01-02-01-15.wav, dogs are sitting by the door.,3
archive\Actor_15\03-01-03-01-02-02-15.wav, dogs are sitting by the door.,3
archive\Actor_15\03-01-03-02-01-01-15.wav, kids are talking by the door.,3
archive\Actor_15\03-01-03-02-01-02-15.wav, kids are talking by the door.,3
archive\Actor_15\03-01-03-02-02-01-15.wav, dogs are sitting by the door.,3
archive\Actor_15\03-01-03-02-02-02-15.wav, dr. sitting by the door.,3
archive\Actor_15\03-01-04-01-01-01-15.wav," kit, they're talking by the door.",4
archive\Actor_15\03-01-04-01-01-02-15.wav, kids are talking by the door.,4
archive\Actor_15\03-01-04-01-02-01-15.wav, dogs are sitting by the door.,4
archive\Actor_15\03-01-04-01-02-02-15.wav, dogs are sitting by the door.,4
archive\Actor_15\03-01-04-02-01-01-15.wav, kids are talking by the door.,4
archive\Actor_15\03-01-04-02-01-02-15.wav, get their talking by the door,4
archive\Actor_15\03-01-04-02-02-01-15.wav, dogs who are sitting by the door.,4
archive\Actor_15\03-01-04-02-02-02-15.wav, dogs are sitting by the door.,4
archive\Actor_15\03-01-05-01-01-01-15.wav, kids are talking by the door.,5
archive\Actor_15\03-01-05-01-01-02-15.wav, kids are talking by the door.,5
archive\Actor_15\03-01-05-01-02-01-15.wav, dogs are sitting by the door.,5
archive\Actor_15\03-01-05-01-02-02-15.wav, dogs are sitting by the door.,5
archive\Actor_15\03-01-05-02-01-01-15.wav, kids are talking by the door.,5
archive\Actor_15\03-01-05-02-01-02-15.wav, kids are talking by the door.,5
archive\Actor_15\03-01-05-02-02-01-15.wav, dogs are sitting by the door.,5
archive\Actor_15\03-01-05-02-02-02-15.wav, dogs are sitting by the door.,5
archive\Actor_15\03-01-06-01-01-01-15.wav, kids are talking by the door.,6
archive\Actor_15\03-01-06-01-01-02-15.wav, it keeps their talking by the door.,6
archive\Actor_15\03-01-06-01-02-01-15.wav, dogs are sitting by the door.,6
archive\Actor_15\03-01-06-01-02-02-15.wav, dogs are sitting by the door.,6
archive\Actor_15\03-01-06-02-01-01-15.wav, kids are talking by the door,6
archive\Actor_15\03-01-06-02-01-02-15.wav, kids are talking by the door.,6
archive\Actor_15\03-01-06-02-02-01-15.wav, dogs are sitting by the door.,6
archive\Actor_15\03-01-06-02-02-02-15.wav, dogs are sitting by the door.,6
archive\Actor_15\03-01-07-01-01-01-15.wav, kids are talking by the door.,7
archive\Actor_15\03-01-07-01-01-02-15.wav, kids are talking by the door.,7
archive\Actor_15\03-01-07-01-02-01-15.wav, dogs are sitting by the door.,7
archive\Actor_15\03-01-07-01-02-02-15.wav, dogs are sitting by the door.,7
archive\Actor_15\03-01-07-02-01-01-15.wav, kids are talking by the door.,7
archive\Actor_15\03-01-07-02-01-02-15.wav, kids are talking by the door.,7
archive\Actor_15\03-01-07-02-02-01-15.wav, dogs are sitting by the door.,7
archive\Actor_15\03-01-07-02-02-02-15.wav, dogs are sitting by the door.,7
archive\Actor_15\03-01-08-01-01-01-15.wav, kids are talking by the door,8
archive\Actor_15\03-01-08-01-01-02-15.wav, kits are talking by the door.,8
archive\Actor_15\03-01-08-01-02-01-15.wav, dogs are sitting by the door.,8
archive\Actor_15\03-01-08-01-02-02-15.wav, dogs are sitting by the door.,8
archive\Actor_15\03-01-08-02-01-01-15.wav, kids are talking by the door.,8
archive\Actor_15\03-01-08-02-01-02-15.wav, kids are talking by the door.,8
archive\Actor_15\03-01-08-02-02-01-15.wav, dr. sitting by the door.,8
archive\Actor_15\03-01-08-02-02-02-15.wav, dogs are sitting by the door.,8
archive\Actor_16\03-01-01-01-01-01-16.wav, kids are talking by the door.,1
archive\Actor_16\03-01-01-01-01-02-16.wav, kids are talking by the door.,1
archive\Actor_16\03-01-01-01-02-01-16.wav, dogs are sitting by the door.,1
archive\Actor_16\03-01-01-01-02-02-16.wav, dogs are sitting by the door.,1
archive\Actor_16\03-01-02-01-01-01-16.wav, kids are talking by the door.,2
archive\Actor_16\03-01-02-01-01-02-16.wav, kids are talking by the door.,2
archive\Actor_16\03-01-02-01-02-01-16.wav, dogs are sitting by the door.,2
archive\Actor_16\03-01-02-01-02-02-16.wav, dogs are sitting by the door.,2
archive\Actor_16\03-01-02-02-01-01-16.wav, kids are talking by the door.,2
archive\Actor_16\03-01-02-02-01-02-16.wav, kids are talking by the door.,2
archive\Actor_16\03-01-02-02-02-01-16.wav, dogs are sitting by the door.,2
archive\Actor_16\03-01-02-02-02-02-16.wav, dogs are sitting by the door.,2
archive\Actor_16\03-01-03-01-01-01-16.wav, kids are talking by the door.,3
archive\Actor_16\03-01-03-01-01-02-16.wav, kids are talking by the door.,3
archive\Actor_16\03-01-03-01-02-01-16.wav, dogs are sitting by the door.,3
archive\Actor_16\03-01-03-01-02-02-16.wav, dogs are sitting by the door.,3
archive\Actor_16\03-01-03-02-01-01-16.wav, kids are talking by the door.,3
archive\Actor_16\03-01-03-02-01-02-16.wav, kids are talking by the door.,3
archive\Actor_16\03-01-03-02-02-01-16.wav, dogs are sitting by the door.,3
archive\Actor_16\03-01-03-02-02-02-16.wav, dogs are sitting by the door.,3
archive\Actor_16\03-01-04-01-01-01-16.wav, kids are talking by the door.,4
archive\Actor_16\03-01-04-01-01-02-16.wav, kids are talking by the door.,4
archive\Actor_16\03-01-04-01-02-01-16.wav, dogs are sitting by the door.,4
archive\Actor_16\03-01-04-01-02-02-16.wav, dogs are sitting by the door.,4
archive\Actor_16\03-01-04-02-01-01-16.wav, kids are talking by the door.,4
archive\Actor_16\03-01-04-02-01-02-16.wav, kids are talking by the door.,4
archive\Actor_16\03-01-04-02-02-01-16.wav, dogs are sitting by the door.,4
archive\Actor_16\03-01-04-02-02-02-16.wav, dogs are sitting by the door.,4
archive\Actor_16\03-01-05-01-01-01-16.wav, kids are talking by the door.,5
archive\Actor_16\03-01-05-01-01-02-16.wav, kids are talking by the door.,5
archive\Actor_16\03-01-05-01-02-01-16.wav, dogs are sitting by the door.,5
archive\Actor_16\03-01-05-01-02-02-16.wav, dogs are sitting by the door.,5
archive\Actor_16\03-01-05-02-01-01-16.wav, kids are talking by the door.,5
archive\Actor_16\03-01-05-02-01-02-16.wav, kids are talking by the door.,5
archive\Actor_16\03-01-05-02-02-01-16.wav, dogs are sitting by the door.,5
archive\Actor_16\03-01-05-02-02-02-16.wav, don's are sitting by the door.,5
archive\Actor_16\03-01-06-01-01-01-16.wav, kids are talking by the door.,6
archive\Actor_16\03-01-06-01-01-02-16.wav, kids are talking by the door.,6
archive\Actor_16\03-01-06-01-02-01-16.wav, dogs are sitting by the door.,6
archive\Actor_16\03-01-06-01-02-02-16.wav, dogs are sitting by the door.,6
archive\Actor_16\03-01-06-02-01-01-16.wav, kids are talking by the door.,6
archive\Actor_16\03-01-06-02-01-02-16.wav, kids are talking by the door!,6
archive\Actor_16\03-01-06-02-02-01-16.wav, dogs are sitting by the door.,6
archive\Actor_16\03-01-06-02-02-02-16.wav, dogs are sitting by the door.,6
archive\Actor_16\03-01-07-01-01-01-16.wav, kids are talking by the door.,7
archive\Actor_16\03-01-07-01-01-02-16.wav, kids are talking by the door.,7
archive\Actor_16\03-01-07-01-02-01-16.wav, dogs are sitting by the door.,7
archive\Actor_16\03-01-07-01-02-02-16.wav, dogs are sitting by the door.,7
archive\Actor_16\03-01-07-02-01-01-16.wav, kids are talking by the door.,7
archive\Actor_16\03-01-07-02-01-02-16.wav, kids are talking by the door.,7
archive\Actor_16\03-01-07-02-02-01-16.wav, dogs are sitting by the door.,7
archive\Actor_16\03-01-07-02-02-02-16.wav, dogs are sitting by the door.,7
archive\Actor_16\03-01-08-01-01-01-16.wav, kids are talking by the door.,8
archive\Actor_16\03-01-08-01-01-02-16.wav, kids are talking by the door.,8
archive\Actor_16\03-01-08-01-02-01-16.wav, dogs are sitting by the door.,8
archive\Actor_16\03-01-08-01-02-02-16.wav, dogs are sitting by the door.,8
archive\Actor_16\03-01-08-02-01-01-16.wav, kids are talking by the door.,8
archive\Actor_16\03-01-08-02-01-02-16.wav, kids are talking by the door.,8
archive\Actor_16\03-01-08-02-02-01-16.wav, dogs are sitting by the door.,8
archive\Actor_16\03-01-08-02-02-02-16.wav, dogs are sitting by the door.,8
archive\Actor_17\03-01-01-01-01-01-17.wav, kids are talking by the door.,1
archive\Actor_17\03-01-01-01-01-02-17.wav, kids are talking by the door.,1
archive\Actor_17\03-01-01-01-02-01-17.wav, dogs are sitting by the door.,1
archive\Actor_17\03-01-01-01-02-02-17.wav, dogs are sitting by the door.,1
archive\Actor_17\03-01-02-01-01-01-17.wav, kids are talking by the door.,2
archive\Actor_17\03-01-02-01-01-02-17.wav, kids are talking by the door.,2
archive\Actor_17\03-01-02-01-02-01-17.wav, dogs are sitting by the door.,2
archive\Actor_17\03-01-02-01-02-02-17.wav, dogs are sitting by the door.,2
archive\Actor_17\03-01-02-02-01-01-17.wav, kids are talking by the door.,2
archive\Actor_17\03-01-02-02-01-02-17.wav, kids are talking by the door.,2
archive\Actor_17\03-01-02-02-02-01-17.wav, dogs are sitting by the door.,2
archive\Actor_17\03-01-02-02-02-02-17.wav, thompson sitting by the door.,2
archive\Actor_17\03-01-03-01-01-01-17.wav, kids are talking by the door.,3
archive\Actor_17\03-01-03-01-01-02-17.wav, kids are talking by the door.,3
archive\Actor_17\03-01-03-01-02-01-17.wav, dogs are sitting by the door.,3
archive\Actor_17\03-01-03-01-02-02-17.wav, dogs are sitting by the door.,3
archive\Actor_17\03-01-03-02-01-01-17.wav, kids are talking by the door.,3
archive\Actor_17\03-01-03-02-01-02-17.wav, kids are talking by the door!,3
archive\Actor_17\03-01-03-02-02-01-17.wav, the dogs are sitting by the door.,3
archive\Actor_17\03-01-03-02-02-02-17.wav, dogs are sitting by the door.,3
archive\Actor_17\03-01-04-01-01-01-17.wav, kids are talking by the door.,4
archive\Actor_17\03-01-04-01-01-02-17.wav, kids are talking by the door.,4
archive\Actor_17\03-01-04-01-02-01-17.wav, dogs are sitting by the door.,4
archive\Actor_17\03-01-04-01-02-02-17.wav, dogs are sitting by the door.,4
archive\Actor_17\03-01-04-02-01-01-17.wav, kids are talking by the door.,4
archive\Actor_17\03-01-04-02-01-02-17.wav, kids are talking by the door.,4
archive\Actor_17\03-01-04-02-02-01-17.wav, dogs are sitting by the door.,4
archive\Actor_17\03-01-04-02-02-02-17.wav, dogs are sitting by the door.,4
archive\Actor_17\03-01-05-01-01-01-17.wav, kids are talking by the door.,5
archive\Actor_17\03-01-05-01-01-02-17.wav, kids are talking by the door.,5
archive\Actor_17\03-01-05-01-02-01-17.wav, dogs are sitting by the door.,5
archive\Actor_17\03-01-05-01-02-02-17.wav, dogs are sitting by the door.,5
archive\Actor_17\03-01-05-02-01-01-17.wav, kids are talking by the door.,5
archive\Actor_17\03-01-05-02-01-02-17.wav, kids are talking by the door.,5
archive\Actor_17\03-01-05-02-02-01-17.wav, dogs are sitting by the door.,5
archive\Actor_17\03-01-05-02-02-02-17.wav, dogs are sitting by the door.,5
archive\Actor_17\03-01-06-01-01-01-17.wav, kids are talking by the door.,6
archive\Actor_17\03-01-06-01-01-02-17.wav, kids are talking by the door.,6
archive\Actor_17\03-01-06-01-02-01-17.wav, dogs are sitting by the door.,6
archive\Actor_17\03-01-06-01-02-02-17.wav, dogs were sitting by the door.,6
archive\Actor_17\03-01-06-02-01-01-17.wav, kids are talking about the door!,6
archive\Actor_17\03-01-06-02-01-02-17.wav, kids are talking by the door.,6
archive\Actor_17\03-01-06-02-02-01-17.wav, talks for sitting by the door.,6
archive\Actor_17\03-01-06-02-02-02-17.wav, dogs are sitting by the door.,6
archive\Actor_17\03-01-07-01-01-01-17.wav, kids are talking by the door.,7
archive\Actor_17\03-01-07-01-01-02-17.wav, kids are talking by the door.,7
archive\Actor_17\03-01-07-01-02-01-17.wav, dogs are sitting by the door.,7
archive\Actor_17\03-01-07-01-02-02-17.wav, dogs are sitting by the door.,7
archive\Actor_17\03-01-07-02-01-01-17.wav, kids are talking by the door.,7
archive\Actor_17\03-01-07-02-01-02-17.wav, kids are talking by their door.,7
archive\Actor_17\03-01-07-02-02-01-17.wav, dogs are sitting by the door.,7
archive\Actor_17\03-01-07-02-02-02-17.wav, dogs are sitting by the door.,7
archive\Actor_17\03-01-08-01-01-01-17.wav, kids are talking by the door.,8
archive\Actor_17\03-01-08-01-01-02-17.wav, kids are talking about the door.,8
archive\Actor_17\03-01-08-01-02-01-17.wav, dogs are sitting by the door.,8
archive\Actor_17\03-01-08-01-02-02-17.wav, dogs are sitting by the door.,8
archive\Actor_17\03-01-08-02-01-01-17.wav, kids are talking by the door.,8
archive\Actor_17\03-01-08-02-01-02-17.wav, ich werde ihnen nichts bleiben,8
archive\Actor_17\03-01-08-02-02-01-17.wav, dox is sitting by the door!,8
archive\Actor_17\03-01-08-02-02-02-17.wav, dogs are sitting by the door.,8
archive\Actor_18\03-01-01-01-01-01-18.wav, kids are talking by the door.,1
archive\Actor_18\03-01-01-01-01-02-18.wav, kids are talking by the door.,1
archive\Actor_18\03-01-01-01-02-01-18.wav, dogs are sitting by the door.,1
archive\Actor_18\03-01-01-01-02-02-18.wav, dogs are sitting by the door.,1
archive\Actor_18\03-01-02-01-01-01-18.wav, kids are talking by the door.,2
archive\Actor_18\03-01-02-01-01-02-18.wav, kids are talking by the door.,2
archive\Actor_18\03-01-02-01-02-01-18.wav, dogs are sitting by the door.,2
archive\Actor_18\03-01-02-01-02-02-18.wav, dogs are sitting by the door.,2
archive\Actor_18\03-01-02-02-01-01-18.wav, keys are talking by the door.,2
archive\Actor_18\03-01-02-02-01-02-18.wav, kids are talking by the door.,2
archive\Actor_18\03-01-02-02-02-01-18.wav, dogs are sitting by the door.,2
archive\Actor_18\03-01-02-02-02-02-18.wav, dogs are sitting by the door.,2
archive\Actor_18\03-01-03-01-01-01-18.wav, kids are talking by the door.,3
archive\Actor_18\03-01-03-01-01-02-18.wav, kids are talking by the door.,3
archive\Actor_18\03-01-03-01-02-01-18.wav, dogs are sitting by the door.,3
archive\Actor_18\03-01-03-01-02-02-18.wav, the talks are sitting by the door.,3
archive\Actor_18\03-01-03-02-01-01-18.wav, kids are talking by the door!,3
archive\Actor_18\03-01-03-02-01-02-18.wav, cuts are talking by the door!,3
archive\Actor_18\03-01-03-02-02-01-18.wav, does her sitting by the door?,3
archive\Actor_18\03-01-03-02-02-02-18.wav, dogs are sitting with a door!,3
archive\Actor_18\03-01-04-01-01-01-18.wav, kids are talking by the door.,4
archive\Actor_18\03-01-04-01-01-02-18.wav, kids are talking by the door.,4
archive\Actor_18\03-01-04-01-02-01-18.wav, dogs are sitting by the door.,4
archive\Actor_18\03-01-04-01-02-02-18.wav, dogs are sitting by the door.,4
archive\Actor_18\03-01-04-02-01-01-18.wav, kids are talking by the door!,4
archive\Actor_18\03-01-04-02-01-02-18.wav, kidder talking by the door.,4
archive\Actor_18\03-01-04-02-02-01-18.wav, dogs are sitting by the door.,4
archive\Actor_18\03-01-04-02-02-02-18.wav, the hugs are sitting by the door.,4
archive\Actor_18\03-01-05-01-01-01-18.wav, kids are talking by the door.,5
archive\Actor_18\03-01-05-01-01-02-18.wav, kids are talking by the door.,5
archive\Actor_18\03-01-05-01-02-01-18.wav, dogs are sitting by the door.,5
archive\Actor_18\03-01-05-01-02-02-18.wav, dogs are sitting by the door.,5
archive\Actor_18\03-01-05-02-01-01-18.wav, kids are talking by the door!,5
archive\Actor_18\03-01-05-02-01-02-18.wav, kids are talking by the door!,5
archive\Actor_18\03-01-05-02-02-01-18.wav, dogs are sitting by the door!,5
archive\Actor_18\03-01-05-02-02-02-18.wav, doc are sitting by the door!,5
archive\Actor_18\03-01-06-01-01-01-18.wav, kids are talking by the door.,6
archive\Actor_18\03-01-06-01-01-02-18.wav, kids are talking by the door.,6
archive\Actor_18\03-01-06-01-02-01-18.wav, dogs are sitting by the door.,6
archive\Actor_18\03-01-06-01-02-02-18.wav, the huxer is sitting by the door.,6
archive\Actor_18\03-01-06-02-01-01-18.wav, kids are talking by the door.,6
archive\Actor_18\03-01-06-02-01-02-18.wav, kids are talking by the door.,6
archive\Actor_18\03-01-06-02-02-01-18.wav, dogs are sitting by the door.,6
archive\Actor_18\03-01-06-02-02-02-18.wav, dogs are sitting by the door.,6
archive\Actor_18\03-01-07-01-01-01-18.wav, kids are talking by the door.,7
archive\Actor_18\03-01-07-01-01-02-18.wav, kis are talking by the door.,7
archive\Actor_18\03-01-07-01-02-01-18.wav, doves are sitting by the door.,7
archive\Actor_18\03-01-07-01-02-02-18.wav," toxic, sitting by the door.",7
archive\Actor_18\03-01-07-02-01-01-18.wav, kids are talking by the door!,7
archive\Actor_18\03-01-07-02-01-02-18.wav, kids are talking by the door.,7
archive\Actor_18\03-01-07-02-02-01-18.wav, dr. sitting by the door.,7
archive\Actor_18\03-01-07-02-02-02-18.wav, doctors sitting by the door!,7
archive\Actor_18\03-01-08-01-01-01-18.wav, kids are talking by the door.,8
archive\Actor_18\03-01-08-01-01-02-18.wav, kids are talking by the door.,8
